:START_ID,:END_ID,:TYPE
c10002,m1133,HAS
c10002,m1134,HAS
c10002,m1135,HAS
c10002,m1136,HAS
c10002,m1137,HAS
c10002,m1138,HAS
c10002,m1139,HAS
c10002,m1140,HAS
c10002,m1141,HAS
c10002,m1142,HAS
c10002,m1143,HAS
c10002,m1144,HAS
c10002,m1145,HAS
c10002,m1146,HAS
c10002,m1147,HAS
c10002,m1148,HAS
c10002,m1149,HAS
c10002,m1150,HAS
c10002,m1151,HAS
c10002,m1152,HAS
c10002,m1153,HAS
c10002,m1154,HAS
c10002,m1155,HAS
c10002,m1156,HAS
c10002,m1157,HAS
c10002,m1158,HAS
c10002,m1159,HAS
c10002,m1160,HAS
c10002,m1161,HAS
c10002,m1162,HAS
c10002,m1163,HAS
c10002,m1164,HAS
c10002,m1165,HAS
c10002,m1166,HAS
c10002,m1167,HAS
c10002,m1168,HAS
c10002,m1169,HAS
c10002,m1170,HAS
c10002,m1171,HAS
c10002,m1172,HAS
c10002,m1173,HAS
c10002,m1174,HAS
c10002,m1175,HAS
c10002,m1176,HAS
c10002,m1177,HAS
c10002,m1178,HAS
c10002,m1179,HAS
c10002,m1180,HAS
c10002,m1181,HAS
c10002,m1182,HAS
c10002,m1183,HAS
c10002,m1184,HAS
c10002,m1185,HAS
c10002,m1186,HAS
c10002,m1187,HAS
c10002,m1188,HAS
c10002,m1189,HAS
c10002,m1190,HAS
c10002,m1191,HAS
c10002,m1192,HAS
c10002,m1193,HAS
c10002,m1194,HAS
c10002,m1195,HAS
c10002,m1196,HAS
c10002,m1197,HAS
c10002,m1198,HAS
c10002,m1199,HAS
c10002,m1200,HAS
c10002,m1201,HAS
c10002,m1202,HAS
c10002,m1203,HAS
c10002,m1204,HAS
c10002,m1205,HAS
c10002,m1206,HAS
c10002,m1207,HAS
c10002,m1208,HAS
c10002,m1209,HAS
c10002,m1210,HAS
c10002,m1211,HAS
c10002,m1212,HAS
c10002,m1213,HAS
c10002,m1214,HAS
c10002,m1215,HAS
c10002,m1216,HAS
c10002,m1217,HAS
c10002,m1218,HAS
c10002,m1219,HAS
c10002,m1220,HAS
c10002,m1221,HAS
c10002,m1222,HAS
c10002,m1223,HAS
c10002,m1224,HAS
c10002,m1225,HAS
c10002,m1226,HAS
c10002,m1227,HAS
c10002,m1228,HAS
c10002,m1229,HAS
c10002,m1230,HAS
c10002,m1231,HAS
c10002,m1232,HAS
c10002,m1233,HAS
c10002,m1234,HAS
c10002,m1235,HAS
c10002,m1236,HAS
c10002,m1237,HAS
c10002,m1238,HAS
c10002,m1239,HAS
c10002,m1240,HAS
