:START_ID,:END_ID,:TYPE
m936,202,BELONG_TO
m937,1302,BELONG_TO
m938,1202,BELONG_TO
m939,1202,BELONG_TO
m940,1301,BELONG_TO
m941,303,BELONG_TO
m942,303,BELONG_TO
m943,303,BELONG_TO
m944,503,BELONG_TO
m945,503,BELONG_TO
m946,202,BELONG_TO
m947,301,BELONG_TO
m948,302,BELONG_TO
m949,202,BELONG_TO
m950,1302,BELONG_TO
m951,1202,BELONG_TO
m952,1202,BELONG_TO
m953,1301,BELONG_TO
m954,1301,BELONG_TO
m955,303,BELONG_TO
m956,502,BELONG_TO
m957,202,BELONG_TO
m958,202,BELONG_TO
m959,202,BELONG_TO
m960,202,BELONG_TO
m961,504,BELONG_TO
m962,502,BELONG_TO
m963,202,BELONG_TO
m964,301,BELONG_TO
m965,301,BELONG_TO
m966,1202,BELONG_TO
m967,1202,BELONG_TO
m968,302,BELONG_TO
m969,302,BELONG_TO
m970,202,BELONG_TO
m971,202,BELONG_TO
m972,201,BELONG_TO
m972,202,BELONG_TO
m973,201,BELONG_TO
m973,202,BELONG_TO
m974,1302,BELONG_TO
m975,1202,BELONG_TO
m976,1202,BELONG_TO
m977,1301,BELONG_TO
m978,303,BELONG_TO
m979,303,BELONG_TO
m980,303,BELONG_TO
m981,303,BELONG_TO
